id,name,type_1,type_2,ability_1,ability_2,hidden_ability,classification,hp,attack,defense,special_attack,special_defense,speed,color,height(m),weight(kg),shape,habitat,egg_group_1,egg_group_2,held_items,is_legendary,flavor_text
240,Magby,fire,,flame-body,,vital-spirit,Live Coal Pokémon,45,75,37,70,55,83,red,0.7,21.4,upright,mountain,no-eggs,,"rawst-berry,magmarizer",False,"MAGBY’s state of health is determined by observing the fire it breathes. If the POKéMON is spouting yellowflames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames. Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils. Its body temperature is around 1,100 degrees F. It is healthy if it is breathing yellow flames. It’s small, but its body temperature is over 1,100 degrees F. Embers escape its mouth and nose when it breathes. When flames drip from its nose, that means it has a cold. Have it lie down for a nice rest in some magma. Its magma-like blood circulates throughout its body. Its body’s heat can top 1,100 degrees F. It’s small, but its body temperature is over 1,100 degrees Fahrenheit. Embers escape its mouth and nose when it breathes. It is found in volcanic craters. Its body temperature is over 1,100 degrees Fahrenheit, so don’t underestimate it. Each and every time it inhales and exhales, hot embers dribble from its mouth and nostrils. Magby’s state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames. Its magma-like blood circulates throughout its body. Its body’s heat can top 1,100 degrees Fahrenheit. A famous potter lives with a Magby. Apparently its soft flames produce fine works. It is found in volcanic craters. Its body heat exceeds 1,100 degrees Fahrenheit, so don’t underestimate it. Many of these Pokémon can be seen in areas with volcanic activity. Feeding can get them so excited, they exhale flames of 1,100 degrees F. It is found in volcanic craters. Its body temp. isover 1100 degrees, so don't under  estimate it. Each and every time it inhales and exhales, hotembers dribble out of its mouth and nostrils. It naturally spits an 1100-degree flame. It is saidwhen many appear, it heralds a volcanic eruption. If a MAGBY is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames. Its body temperature is always around 1,100 degrees Fahrenheit. If Magby falls into a small- enough pond, the whole thing will dry up."
241,Miltank,normal,,thick-fat,scrappy,sap-sipper,Milk Cow Pokémon,95,80,105,40,70,100,pink,1.2,75.5,upright,grassland,ground,,moomoo-milk,False,"It gives over five gallons of milk daily. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead. Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can’t drink milk turn it into yogurt and eat it instead. In order to milk a MILTANK, one must have a knack forrhythmically pull  ing up and down on its udders. If it has just had a baby, the milk it produces contains much more nutrition than usual. Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary. If it has just had a baby, the milk it produces con tains much more nutrition than usual. Miltank produces highly nutritious milk, so it’s been supporting the lives of people and other Pokémon since ancient times. This Pokémon needs to be milked every day, or else it will fall ill. The flavor of Miltank milk changes with the seasons. It is said that kids who drink MILTANK’s milk grow up to become hearty, healthy adults. Most people raise it for its milk, but it’s quite tough and strong, so it’s also well suited for battle. Its milk is delicious and chock-full of nutrients. However, if you drink too much, it could make your stomach hurt, so be careful. If it is around babies, the milk it produces contains much more nutrition than usual. It is said that kids who drink Miltank’s milk grow up to become hearty, healthy adults. Its milk is packed with nutrition, making it theultimate beverage for the sick or weary. It produces over five gallons of milk a day. The higher the quality of the pastures it lives in, the richer and tastier its milk becomes. Its milk is high in calories and packed with nutrients. Therefore, if you drink too much of it, you may wind up with a body like Miltank’s. MILTANK gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike.People who can’t drink milk turn it into yogurt and eat it instead."
242,Blissey,normal,,natural-cure,serene-grace,healer,Happiness Pokémon,255,10,10,75,135,55,pink,1.5,46.8,humanoid,urban,fairy,,"oval-stone,lucky-egg",False,"BLISSEY senses sadness with its fluffy coat of fur. If it does so, this POKéMON will rush over to the sad person,however far they may be, to share an egg of happiness that brings a smile to any face. If it senses sadness with its fluffy fur, a BLISSEY will rush over to the sad person, however far away, to share an egg of happiness that brings a smile to any face. Anyone who takes even one bite of BLISSEY’s egg becomes unfailingly caring and pleasant to everyone. It has a very compassionate nature. If it sees a sick POKéMON, it will nurse the sufferer back to health. Whenever a Blissey finds a weakened Pokémon, it will share its egg and offer its care until the other Pokémon is all better. The eggs it lays are filled with happiness. Eating even one bite will bring a smile to anyone. It has a very compassionate nature. If it sees a sick Pokémon, it will nurse the sufferer back to health. Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face. Anyone who takes even one bite of BLISSEY's egg be comes unfailingly caring and pleas  ant to everyone. Even the most ferocious Pokémon become calm when they eat Blissey’s egg, which is said to be filled with happiness. Their eggs are such a delicacy that some say eating one will bring you happiness. These eggs fetch the highest prices on the market. It is a Pokémon that delivers happiness. Eating its egg is said to make one kind to everyone. Its fluffy fur coat acts as a sensor, enabling it to read the feelings of people and Pokémon. Anyone who takes even one taste of BLISSEY’s egg becomes unfailingly caring and pleasant to everyone. This Pokémon is overflowing with love. Only Chansey that share a strong bond with their Trainer can evolve, so people say. Biting into one of the delicious eggs that BLISSEYprovides will make everyone around smile with joy. Blissey lays mysterious eggs that are filled with happiness. It’s said that anyone who eats a Blissey egg will start acting kindly to all others. It has a very com  passionate nature. If it sees a sickPOKéMON, it will nurse the sufferer back to health. This kindhearted Pokémon nurses sick Pokémon to health. It senses feelings of sadness."
243,Raikou,electric,,pressure,,inner-focus,Thunder Pokémon,90,85,75,115,100,115,yellow,1.9,178.0,quadruped,grassland,no-eggs,,,True,"This POKéMON races across the land while barking a cry that sounds like crashing thunder. The rain clouds it carries let it fire thunderboltsat will. They say that it descended with lightning. It is said to have fallen with lightning. It can fire thunderbolts from the rain clouds on its back. This rough POKéMON stores energy inside its body,then sweeps across the land, shooting off electricity. A Pokémon that races across the land while barking a cry that sounds like crashing thunder. This rough Pokémon stores energy inside its body, then sweeps across the land, shooting off electricity. RAIKOU embodies the speed of lightning. The roars of this POKéMON send shock waves shuddering through the air andshake the ground as if lightning bolts had come crashing down. A POKéMON that races across the land while barkinga cry that sounds like crashing thunder. The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning. RAIKOU embodies the speed of lightning. Its roars send shock waves shuddering through the air and ground as if lightning bolts were crashing down. Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down."
244,Entei,fire,,pressure,,inner-focus,Volcano Pokémon,115,115,85,90,75,100,brown,2.1,198.0,quadruped,grassland,no-eggs,,,True,"This brawny POKéMON courses around the earth,spouting flames hotter than a volcano's magma. Volcanoes erupt when it barks. Un  able to restrainits extreme power, it races headlong around the land. A POKéMON that races across the land. It is said that one is born every time a new volcano appears. Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land. A Pokémon that races across the land. It is said that one is born every time a new volcano appears. Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch. It is said that when it roars, a volcano erupts somewhere around the globe. ENTEI embodies the passion of magma. This POKéMON is thought to have been born in the eruption of a volcano.It sends up massive bursts of fire that utterly consume all that they touch. A POKéMON that races across the land. It is saidthat one is born every time a new volcano appears. ENTEI embodies the passion of magma. It is thought to have been born in the eruption of a volcano. It blasts fire that consumes all that it touches. Volcanoes erupt when it barks. Unable to contain its sheer power, it races headlong around the land."
245,Suicune,water,,pressure,,inner-focus,Aurora Pokémon,100,75,115,90,115,85,blue,2.0,187.0,quadruped,grassland,no-eggs,,,True,"Said to be the reincarnation of north winds, itcan instantly purify filthy, murky water. This POKéMON races across the land. It is said that north winds will somehow blow whenever it appears. It races around the world to purify fouled water. It dashes away with the north wind. This POKéMON races across the land. It is said thatnorth winds will somehow blow when  ever it appears. Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water. This divine POKéMON blows around the world,always in search of a pure reservoir. SUICUNE embodies the compassion of a pure spring of water. It runs across the land with gliding elegance. It has the power to purify dirty water. Said to be the embodiment of north winds, it can instantly purify filthy, murky water. SUICUNE embodies the compassion of a pure spring of water. It runs across the land with gracefulness.This POKéMON has the power to purify dirty water. This Pokémon races across the land. It is said that north winds will somehow blow whenever it appears. Said to be the reincarnation of north winds, it can instantly purify filthy, murky water."
246,Larvitar,rock,ground,guts,,sand-veil,Rock Skin Pokémon,50,64,50,45,50,41,green,0.6,72.0,upright,mountain,monster,,,False,"Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents. It is born deep underground. It can't emerge untilit has entirely consumed the soil around it. It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow. A Pokémon that eats soil. Once it has eaten a large mountain, it goes to sleep so it can grow. Raised on nutrients it finds in the dirt, it eats roughly a mountain’s worth of dirt before it becomes a pupa. It is born deep underground. It can’t emerge until it has entirely consumed the soil around it. It feeds on soil. After it has eaten a large mountain,it will fall asleep so it can grow. Born deep under  ground, this POKéMON becomes apupa after eating enough dirt to make a mountain. Born deep underground, it comes aboveground and becomes a pupa once it has finished eating the surrounding soil. A LARVITAR is born deep under the ground. It must eat its way through the soil above and reach the surface for it to see its parents’ faces. LARVITAR is born deep under the ground. To come up to the surface, this POKéMON must eat its way through the soil above.Until it does so, LARVITAR cannot see its parent’s face. It feeds on soil. After it has eaten a large mountain, it falls asleep so it can grow. Born underground, it eats its way through dirt to the surface, where its parents are. It doesn’t deal well with the bright light it finds there."
247,Pupitar,rock,ground,shed-skin,,,Hard Shell Pokémon,70,84,70,65,70,51,gray,1.2,152.0,squiggle,mountain,monster,,,False,"This troublesome Pokémon can’t wait to evolve, so it relieves its stress by wildly propelling itself around using compressed gas. Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain. A PUPITAR creates a gas inside its body that it ejects under compression to propel itself like a jet. Its body can withstand a collision with solid steel. Its body is as hard as bedrock. By venting pressurized gas, it can launch itself like a rocket. Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel. Its shell is as hard as sheet rock, and it isalso very strong. Its THRASHING can topple a mountain. It will not stay still, even while it's a pupa. Italready has arms and legs under its solid shell. PUPITAR creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet.The body is very durable - it avoids damage even if it hits solid steel. Its shell is as hard as sheet rock, and it is also very strong. Its thrashing can topple a mountain. This dangerous pupa thrashes about. Its shell is as hard as bedrock, containing its gradually forming new body within. This pupa flies around wildly by venting with great force the gas pressurized inside its body. Even sealed in its shell, it can move freely. Hard and fast, it has outstanding destructive power. It will not stay still, even while it’s a pupa. It already has arms and legs under its solid shell. Even sealed in its shell, it can move freely. Hard andfast, it has out  standing destruc  tive power."
248,Tyranitar,rock,dark,sand-stream,,unnerve,Armor Pokémon,100,134,110,95,100,61,green,2.0,202.0,upright,mountain,monster,,,False,"Its body can’t be harmed by any sort of attack, so it is very eager to make challenges against enemies. This Pokémon is a mobile disaster, leaving mountains crumbled and houses destroyed in its wake. Extremely strong, it can change the landscape. It hasan insolent nature that makes it not care about others. Extremely strong, it can change the landscape. It has an insolent nature that makes it not care about others. If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward. In just one of its mighty hands, it has the power to make the ground shake and mountains crumble. It wanders through the mountains seeking opponents to fight. If it finds an opponent that’s not worthy, Tyranitar ignores it and wanders on. A TYRANITAR is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. It roams in mountains seeking new opponents to fight. Its body can't be harmed by any sort of attack, so itis very eager to make challenges against enemies. TYRANITAR is so overwhelmingly powerful, it can bring down a whole mountain to make its nest.This POKéMON wanders about in mountains seeking new opponents to fight. Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight. In just one of its mighty hands, it has the power tomake the ground shake and moun  tains crumble. The quakes caused when it walks make even great mountains crumble and change the surrounding terrain."
249,Lugia,psychic,flying,pressure,,multiscale,Diving Pokémon,106,90,130,90,154,110,white,5.2,216.0,wings,rare,no-eggs,,,True,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea. LUGIA’s wings pack devastating power - a light fluttering of its wings can blow apart regular houses.As a result, this POKéMON chooses to live out of sight deep under the sea. It is said to be the guardian of the seas. It is rumored to have been seen on the night of a storm. It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong. LUGIA is so powerful even a light fluttering of its wings can blow apart houses. As a result, it chooses to live out of sight deep under the sea. It is said that it quietly spends its time deep at thebottom of the sea because its powers are too strong. It has an incred  ible ability to calm raging sto rms. It is said that LUGIA appears when storms start. It sleeps in a deep-sea trench. If it flaps its wings, it is said to cause a 40-day storm. It is said to be the guardian of the seas. It isrumored to have been seen on the night of a storm."
250,Ho-Oh,fire,flying,pressure,,regenerator,Rainbow Pokémon,106,130,90,110,154,90,red,3.8,199.0,wings,rare,no-eggs,,sacred-ash,True,"Legends claim this Pokémon flies the world’s skies continuously on its magnificent, seven-colored wings. Its feathers--which glow in seven colors depending on the angle at which they are struck by light--are thought to bring joy. It is said to live at the foot of a rainbow. HO-OH’s feathers glow in seven colors depending on the angle at which they are struck by light.These feathers are said to bring happiness to the bearers. This POKéMON is said to live at the foot of a rainbow. Legends claim this POKéMON flies the world's skies con tinuously on its magnificent seven- colored wings. It will reveal itself before a pure-heartedtrainer by shining its bright rain  bow-colored wings. Its feathers are in seven colors. It is said that anyone seeing it is promised eternal happiness. It will reveal itself before a pure-hearted Trainer by shining its bright, rainbow-colored wings. Legends claim this POKéMON flies the world’s skies continuously on its magnificent seven-colored wings. Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow. A legend says that its body glows in seven colors. A rainbow is said to form behind it when it flies. A legend says that its body glows in seven colors. Arainbow is said to form behind it when it flies."
251,Celebi,psychic,grass,natural-cure,,,Time Travel Pokémon,100,100,100,100,100,100,green,0.6,5.0,humanoid,forest,no-eggs,,lum-berry,False,"This POKéMON came from the future by crossing over time. It is thought that so long as CELEBIappears, a bright and shining future awaits us. This Pokémon wanders across time. Grass and trees flourish in the forests in which it has appeared. This Pokémon has the ability to move through time. Records describing it as a forest deity can be found from many different eras. Revered as a guardian of the forest, CELEBIappears wherever beautiful forests exist. When CELEBI disap  pears deep in a forest, it is saidto leave behind an egg it brought from the future. When CELEBI disappears deep in a forest, it is said to leave behind an egg it brought from the future. This POKéMON came from the future by crossing over time. It is thought that so long as CELEBI appears, a bright and shining future awaits us. It has the power to travel across time, but it is said to appear only in peaceful times. This Pokémon traveled through time to come from the future. It bolsters grass and trees with its own strength, and it can heal wounds, too. This POKéMON wan  ders across time. Grass and treesflourish in the forests in which it has appeared. This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us. This POKéMON wanders across time. Grass and trees flourish in the forests in which it has appeared."
252,Treecko,grass,,overgrow,,unburden,Wood Gecko Pokémon,40,45,35,65,55,70,green,0.5,5.0,upright,forest,monster,dragon,,False,"It quickly scales even vertical walls. It senses humidity with its tail to predict the next day’s weather. Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground. It makes its nest in a giant tree in the forest. It ferociously guards against anything nearing its territory. It is said to be the protector of the forest’s trees. The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings. Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail. TREECKO is cool, calm, and collected - it never panics under any situation. If a bigger foe were to glare at thisPOKéMON, it would glare right back without conceding an inch of ground. TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls.This POKéMON attacks by slamming foes with its thick tail. Small hooks on the bottom of its feet catch on walls and ceilings. That is how it can hang from above."
253,Grovyle,grass,,overgrow,,unburden,Wood Gecko Pokémon,50,65,45,85,65,95,green,0.9,21.6,upright,forest,monster,dragon,,False,"Leaves grow out of this POKéMON’s body. They help obscure a GROVYLE from the eyes of its enemies while it is in a thickly overgrown forest. It leaps from tree branch to tree branch quite swiftly. It shows astounding agility. It lives in dense jungles. While  closing in on its prey, it leaps from branch to branch. The leaves growing out of Grovyle’s body are convenient for camouflaging it from enemies in the forest. This Pokémon is a master at climbing trees in jungles. This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be. Its strongly developed thigh muscles give it astounding agility and jumping performance. The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest.This POKéMON is a master at climbing trees in jungles. This POKéMON adeptly flies from branch to branch in trees. In a forest, no POKéMON can ever hopeto catch a fleeing GROVYLE however fast they may be. It lives in dense jungles. While closing in on its prey, it leaps from branch to branch."
254,Sceptile,grass,,overgrow,,unburden,Forest Pokémon,70,85,65,105,85,120,green,1.7,52.2,upright,forest,monster,dragon,,False,"The leaves growing on Sceptile’s body are very sharp edged. This Pokémon is very agile—it leaps all over the branches of trees and jumps on its foe from above or behind. In the jungle, its power is without equal. This POKéMON carefully grows trees and plants. It regulates its body temperature by basking in sunlight. Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care. The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over thebranches of trees and jumps on its foe from above or behind. SCEPTILE has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees.This POKéMON raises the trees in a forest with loving care. The leaves that grow on its arms can slice down thick trees. It is without peer in jungle combat. It agilely leaps about the jungle and uses the sharp leaves on its arms to strike its prey. The leaves on its forelegs are as sharp as swords. It agilely leaps about the branches of trees to strike."
255,Torchic,fire,,blaze,,speed-boost,Chick Pokémon,45,60,40,70,50,45,red,0.4,2.5,legs,grassland,ground,,,False,"Torchic sticks with its Trainer, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees Fahrenheit, including fireballs that leave the foe scorched black. It has a flame sac inside its belly that perpetually burns. It feels warm if it is hugged. Inside its body is a place where it keeps a small flame. Hug it! It will be as warm as a hot-water bottle. TORCHIC has a place inside its body where it keeps its flame. Give it a hug - it will be glowing with warmth.This POKéMON is covered all over by a fluffy coat of down. A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees Fahrenheit. Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down. A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees F. If attacked, it strikes back by spitting balls of fire it forms in its stomach. A TORCHIC dislikes darkness because it can’t see its surroundings. TORCHIC sticks with its TRAINER, following behind with unsteady steps.This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black."
256,Combusken,fire,fighting,blaze,,speed-boost,Young Fowl Pokémon,60,85,60,85,60,55,red,0.9,19.5,upright,grassland,ground,,,False,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains.This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second. Its kicking mastery lets it loose 10 kicks per second. It emits sharp cries to intimidate foes. It boosts its concentration by emitting harsh cries. Its kicks have outstanding destructive power. COMBUSKEN battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks.This POKéMON’s cry is very loud and distracting. During a battle, the hot flame in its body increases. Its kicks have outstanding destructive power. Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting. Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon’s legs possess both speed and power, enabling it to dole out 10 kicks in one second. It lashes out with 10 kicks per second. Its strong fighting instinct compels it to keep up its offensive until the opponent gives up."
257,Blaziken,fire,fighting,blaze,,speed-boost,Blaze Pokémon,80,120,70,110,70,80,red,1.9,52.0,upright,grassland,ground,,,False,"In battle, Blaziken blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this Pokémon’s wrists burn. BLAZIKEN has incredibly strong legs - it can easily clear a 30-story building in one leap.This POKéMON’s blazing punches leave its foes scorched and blackened. Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened. It learns martial arts that use punches and kicks. Every several years, its old feathers burn off, and new, supple feathers grow back in their place. In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously.The stronger the foe, the more intensely this POKéMON’s wrists burn. Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes. It can clear a 30-story building in a leap. Its fiery punches scorch its foes. When facing a tough foe, it looses flames from its wrists. Its powerful legs let it jump clear over buildings."
258,Mudkip,water,,torrent,,damp,Mud Fish Pokémon,50,70,50,50,50,40,blue,0.4,7.6,quadruped,waters-edge,monster,water1,,False,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, thisPOKéMON can determine what is taking place around it without using its eyes. The fin on Mudkip’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes. On land, it can powerfully lift large boulders by planting its four feet and heaving. It sleeps by burying itself in soil at the water’s edge. To alert it, the fin on its head senses the flow of water. It has the strength to heft boulders. In water, MUDKIP breathes using the gills on its cheeks. If it is faced with a tight situation inbattle, this POKéMON will unleash its amazing power - it can crush rocks bigger than itself. Its large tail fin propels it through water with powerful acceleration. It is strong in spite of its size. Its power can crush boulders. It rests by covering itself with mud at the bottom of a river. In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself."
259,Marshtomp,water,ground,torrent,,damp,Mud Fish Pokémon,70,85,70,60,70,50,blue,0.7,28.0,upright,waters-edge,monster,water1,,False,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land.This POKéMON plays in mud on beaches when the ocean tide is low. MARSHTOMP is much faster at traveling through mud than it is at swimming. This POKéMON’s hindquarters exhibitobvious development, giving it the ability to walk on just its hind legs. It is at its best when on muddy ground with poor footing. It quickly overwhelms foes struggling in mud. Its toughened hind legs enable it to stand upright. Because it weakens if its skin dries out, it replenishes fluids by playing in mud. Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs. Its sturdy legs give it sure footing, even in mud. It burrows into dirt to sleep. Living on muddy ground that provides poor footing has made its legs sturdy. The surface of Marshtomp’s body is enveloped by a thin, sticky film that enables it to live on land. This Pokémon plays in mud on beaches when the ocean tide is low."
260,Swampert,water,ground,torrent,,damp,Mud Fish Pokémon,100,110,90,85,90,60,blue,1.5,81.9,upright,waters-edge,monster,water1,,False,"SWAMPERT predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins.If a storm is approaching, it piles up boulders to protect itself. Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water. Its arms are rock-hard. With one swing, they can batter down its foe. It makes its nest on beautiful beaches. If it senses the approach of a storm and a tidal wave, it protects its seaside nest by piling up boulders. It swims as fast as a jet ski. Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself. It can swim while towing a large ship. It bashes down foes with a swing of its thick arms. Its arms are hard as rock. With one swing, it can break a boulder into pieces. SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton.This POKéMON also has powerful vision that lets it see even in murky water."
261,Poochyena,dark,,run-away,quick-feet,rattled,Bite Pokémon,35,55,35,30,30,35,gray,0.5,13.6,quadruped,grassland,ground,,pecha-berry,False,"A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted. Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out. POOCHYENA is an omnivore - it will eat anything. A distinguishing feature is how large its fangs are compared toits body. This POKéMON tries to intimidate its foes by making the hair on its tail bristle out. At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey untilthe victim becomes exhausted. However, it may turn tail if the prey strikes back. It savagely threatens foes with bared fangs. It chases after fleeing targets tenaciously. It turns tail and runs, however, if the foe strikes back. It chases its prey until the victim becomes exhausted. However, it turns tail if the prey strikes back. It has a very tenacious nature. Its acute sense of smell lets it chase a chosen prey without ever losing track. At first sight, Poochyena takes a bite at anything that moves. This Pokémon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
262,Mightyena,dark,,intimidate,quick-feet,moxie,Bite Pokémon,70,90,70,60,60,70,gray,1.0,37.0,quadruped,grassland,ground,,pecha-berry,False,"Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs. Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill. MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body.This POKéMON will bite savagely with its sharply pointed fangs. It chases down prey in a pack of around ten. They defeat foes with perfectly coordinated teamwork. In the wild, MIGHTYENA live in a pack. They never defy their leader’s orders. They defeat foes with perfectly coordinated teamwork. It chases down prey in a pack. It will never disobey the commands of a skilled Trainer. It will always obey the commands of a skilled TRAINER. Its behavior arises from its living in packs in ancient times. MIGHTYENA travel and act as a pack in the wild. The memory of its life in the wild compels the POKéMON to obey onlythose TRAINERS that it recognizes to possess superior skill. It will always obey the commands of a skilled Trainer. Its behavior arises from its living in packs in ancient times."
263,Zigzagoon,normal,,pickup,gluttony,quick-feet,Tiny Raccoon Pokémon,38,30,41,30,41,60,brown,0.4,17.5,quadruped,grassland,ground,,"potion,revive,oran-berry",False,"The hair on ZIGZAGOON’s back is  bristly. It rubs the hard back hair against trees to leave its territorialmarkings. This POKéMON may play dead to fool foes in battle. A POKéMON with abundant curiosity. It shows an interest in everything, so it always zigs and zags. Zigzagoon restlessly wanders everywhere at all times. This Pokémon does so because it is very curious. It becomes interested in anything that it happens to see. The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle. Rubbing its nose against the ground, it always wanders about back and forth in search of something. It is distinguished by the zigzag footprints it leaves. Zigzagoon that adapted to regions outside Galar acquired this appearance. If you’ve lost something, this Pokémon can likely find it. It walks in zigzag fashion. It’s good at finding items in the grass and even in the ground. It walks in zigzag fashion. It is good at finding items in the grass and even in the ground. Its restlessness has it constantly running around. If it sees another Pokémon, it will purposely run into them in order to start a fight. It marks its territory by rubbing its bristly fur on trees. This variety of Zigzagoon is friendlier and calmer than the kind native to Galar. A Pokémon with abundant curiosity. It shows an interest in everything, so it always zigzags. Thought to be the oldest form of Zigzagoon, it moves in zigzags and wreaks havoc upon its surroundings. It gets interested in everything, which is why it zigs and zags. It is good at finding items. ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious.It becomes interested in anything that it happens to see."
